,ca,t,cs,fs,tot
placement,2,0,0,0,2
placing,2,0,0,0,2
planned,2,0,0,0,2
plugin,2,0,0,0,2
plunder,2,0,0,0,2
plus,1,0,0,1,2
plywood,0,0,2,0,2
pocket,0,0,0,2,2
pointed,1,0,1,0,2
pollute,2,0,0,0,2
pool,0,0,2,0,2
pork,0,0,0,2,2
portals,2,0,0,0,2
portrayed,2,0,0,0,2
pose,0,2,0,0,2
postag,0,2,0,0,2
posted,0,0,1,1,2
postgresql,2,0,0,0,2
pound,0,0,0,2,2
powerpoint,2,0,0,0,2
powers,2,0,0,0,2
precise,0,2,0,0,2
predicament,0,0,2,0,2
predicate,0,2,0,0,2
predicting,0,2,0,0,2
preferable,0,0,0,2,2
preferably,0,0,0,2,2
pregnancy,2,0,0,0,2
premise,2,0,0,0,2
premises,0,0,2,0,2
prenatal,2,0,0,0,2
preparing,0,0,1,1,2
preprocesses,0,2,0,0,2
preprocessor,0,2,0,0,2
presenting,0,0,2,0,2
presidential,0,0,0,2,2
prevalent,2,0,0,0,2
preview,2,0,0,0,2
pricing,0,0,2,0,2
primarily,0,2,0,0,2
printed,0,0,2,0,2
prior,0,0,2,0,2
privileges,0,2,0,0,2
probably,1,1,0,0,2
problematic,2,0,0,0,2
processors,2,0,0,0,2
producers,0,0,0,2,2
professionals,2,0,0,0,2
programing,2,0,0,0,2
programmed,2,0,0,0,2
projection,0,0,0,2,2
promoted,0,0,0,2,2
promptly,0,0,2,0,2
proof,1,1,0,0,2
propagate,2,0,0,0,2
propagation,0,0,0,2,2
proponenta??s,2,0,0,0,2
proposals,0,0,2,0,2
prototypes,2,0,0,0,2
prove,2,0,0,0,2
providera??s,2,0,0,0,2
proximity,1,1,0,0,2
publication,1,1,0,0,2
published,0,0,1,1,2
pulse,2,0,0,0,2
pytesseract,2,0,0,0,2
pythonanywherecom,2,0,0,0,2
quantitative,0,0,2,0,2
quarter,0,0,1,1,2
quenmetors,2,0,0,0,2
queries,2,0,0,0,2
rachel,0,0,2,0,2
raises,2,0,0,0,2
rank,0,0,0,2,2
ratings,0,0,2,0,2
ravaging,2,0,0,0,2
rdoacadcs16004,0,0,2,0,2
rdoacadcs16011,0,0,2,0,2
rdoacadcs16016,0,0,2,0,2
rdoacadcs17006,0,0,2,0,2
rdoacadcs17013,0,0,2,0,2
rdoacadfs17016,0,0,0,2,2
ready,0,0,2,0,2
realizable,0,0,0,2,2
realize,1,0,0,1,2
realized,1,0,0,1,2
rearfront,1,1,0,0,2
receipts,1,0,0,1,2
recheck,0,0,2,0,2
recommending,2,0,0,0,2
reevaluate,0,0,2,0,2
refer,0,0,1,1,2
reflected,0,0,0,2,2
regard,0,0,2,0,2
religious,2,0,0,0,2
rely,2,0,0,0,2
remain,0,0,1,1,2
remake,0,0,2,0,2
reminding,0,0,2,0,2
remodel,0,0,2,0,2
rendered,1,0,0,1,2
renting,0,0,2,0,2
repaint,0,0,2,0,2
repayment,0,0,2,0,2
repeat,2,0,0,0,2
replenishment,0,0,2,0,2
representations,0,2,0,0,2
reproduce,2,0,0,0,2
researchdevelopment,0,0,0,2,2
researches,2,0,0,0,2
reserve,1,0,0,1,2
resistance,2,0,0,0,2
resolution,2,0,0,0,2
respond,1,0,1,0,2
restaurants,0,0,0,2,2
retailers,0,0,0,2,2
retirees,0,0,2,0,2
retrieving,1,1,0,0,2
reviews,0,0,2,0,2
rien,2,0,0,0,2
rising,2,0,0,0,2
roam,2,0,0,0,2
rolebased,0,2,0,0,2
rosario,0,0,2,0,2
routine,2,0,0,0,2
routing,0,0,2,0,2
rove,2,0,0,0,2
rovers,2,0,0,0,2
roving,2,0,0,0,2
rule,0,2,0,0,2
safer,1,0,1,0,2
sala,0,0,0,2,2
salad,1,0,1,0,2
salaries,0,0,0,2,2
samples,0,0,2,0,2
sanitizes,2,0,0,0,2
satisfying,2,0,0,0,2
scalable,2,0,0,0,2
scenario,1,1,0,0,2
schematic,2,0,0,0,2
scheme,0,1,0,1,2
scholarships,2,0,0,0,2
schoolwide,2,0,0,0,2
script,2,0,0,0,2
scripts,2,0,0,0,2
scroll,2,0,0,0,2
scrolls,2,0,0,0,2
scrutinized,0,2,0,0,2
seascapes,2,0,0,0,2
seasons,2,0,0,0,2
seat,2,0,0,0,2
secluded,0,0,0,2,2
secured,1,0,0,1,2
securitythe,0,0,2,0,2
seek,2,0,0,0,2
seer,2,0,0,0,2
segmented,0,2,0,0,2
segregated,2,0,0,0,2
segregates,2,0,0,0,2
selfmade,2,0,0,0,2
selforganizing,2,0,0,0,2
selfsufficiency,1,0,0,1,2
seminar,2,0,0,0,2
seniors,2,0,0,0,2
sensing,2,0,0,0,2
separately,2,0,0,0,2
sequence,0,2,0,0,2
sequences,0,2,0,0,2
seriously,0,0,2,0,2
servers,2,0,0,0,2
servqual,0,0,2,0,2
setup,2,0,0,0,2
severe,2,0,0,0,2
sharp,0,2,0,0,2
shatong,2,0,0,0,2
sheet,0,0,1,1,2
shortage,0,0,2,0,2
shredded,0,0,0,2,2
shrubs,2,0,0,0,2
sigang,0,0,2,0,2
signboards,2,0,0,0,2
signed,2,0,0,0,2
significantly,1,1,0,0,2
signing,2,0,0,0,2
slated,0,0,0,2,2
sleeps,2,0,0,0,2
sliding,0,0,2,0,2
slovin,2,0,0,0,2
smoke,2,0,0,0,2
smokersa??,2,0,0,0,2
smoking,2,0,0,0,2
smsbased,2,0,0,0,2
socketio,2,0,0,0,2
solving,0,2,0,0,2
sonic,2,0,0,0,2
sourcetosource,0,2,0,0,2
spilled,2,0,0,0,2
spoken,0,2,0,0,2
spontaneous,2,0,0,0,2
spot,2,0,0,0,2
spurred,2,0,0,0,2
stabilized,0,0,2,0,2
standardize,1,1,0,0,2
stayed,0,0,2,0,2
stays,2,0,0,0,2
steady,0,0,0,2,2
steal,0,2,0,0,2
stockholders,0,0,0,2,2
stocking,0,0,2,0,2
stores,2,0,0,0,2
stories,2,0,0,0,2
storytelling,2,0,0,0,2
strain,0,0,0,2,2
strandsuggesting,2,0,0,0,2
strategyon,0,0,2,0,2
strengthen,0,0,1,1,2
structured,0,0,2,0,2
struggles,2,0,0,0,2
struggling,2,0,0,0,2
studyrelated,2,0,0,0,2
stylesheet,0,2,0,0,2
subjectspecific,2,0,0,0,2
submission,0,0,2,0,2
substantial,0,0,0,2,2
substitute,2,0,0,0,2
suffice,0,2,0,0,2
suggesting,2,0,0,0,2
suggests,0,0,2,0,2
supplies,0,0,1,1,2
surpassed,2,0,0,0,2
surplus,0,0,2,0,2
surrounded,2,0,0,0,2
surrounding,2,0,0,0,2
surroundings,2,0,0,0,2
susceptible,2,0,0,0,2
swal,2,0,0,0,2
swapped,2,0,0,0,2
sweet,0,0,0,2,2
swimming,0,0,2,0,2
syllabi,2,0,0,0,2
symbol,0,2,0,0,2
syndicate,1,1,0,0,2
syndicated,1,1,0,0,2
tablet,2,0,0,0,2
tagbina,0,0,0,2,2
tama??s,0,0,2,0,2
taxonomy,2,0,0,0,2
tend,0,2,0,0,2
thats,0,2,0,0,2
thebook,2,0,0,0,2
thefts,2,0,0,0,2
therein,0,2,0,0,2
theya??re,2,0,0,0,2
theya??ve,2,0,0,0,2
think,2,0,0,0,2
thirdparty,2,0,0,0,2
thoroughly,1,0,1,0,2
tiie,2,0,0,0,2
timeseries,2,0,0,0,2
timetable,0,1,0,1,2
tiniwisan,0,0,1,1,2
titled,1,0,1,0,2
toface,2,0,0,0,2
torn,0,0,2,0,2
touchless,2,0,0,0,2
tourists,2,0,0,0,2
tours,2,0,0,0,2
trace,2,0,0,0,2
tracer,2,0,0,0,2
trades,2,0,0,0,2
train,0,0,2,0,2
transcompiled,0,2,0,0,2
transferred,0,0,2,0,2
transformation,0,2,0,0,2
translates,2,0,0,0,2
translating,2,0,0,0,2
transported,0,0,0,2,2
travelling,2,0,0,0,2
trekking,2,0,0,0,2
tremendous,2,0,0,0,2
trip,2,0,0,0,2
trivias,2,0,0,0,2
trying,1,0,0,1,2
tubay,0,0,2,0,2
turned,2,0,0,0,2
tutorial,2,0,0,0,2
twelve,0,0,0,2,2
twentytwo,2,0,0,0,2
twillio,2,0,0,0,2
typical,1,1,0,0,2
uhland,0,0,2,0,2
ultimate,2,0,0,0,2
ultra,2,0,0,0,2
uncollectible,0,0,2,0,2
underlying,1,1,0,0,2
undertakings,1,0,0,1,2
undesignated,2,0,0,0,2
unemployed,2,0,0,0,2
unforeseen,0,2,0,0,2
uniformly,2,0,0,0,2
unityindie,2,0,0,0,2
unpredictable,2,0,0,0,2
unpublished,0,0,2,0,2
unwilling,2,0,0,0,2
upcoming,2,0,0,0,2
urine,2,0,0,0,2
userdefined,0,2,0,0,2
userinterface,2,0,0,0,2
utilizes,1,0,0,1,2
utterance,0,2,0,0,2
utterances,0,2,0,0,2
vacant,2,0,0,0,2
valid,0,0,2,0,2
vary,0,0,0,2,2
vendor,0,0,2,0,2
vertical,0,0,2,0,2
viable,0,0,0,2,2
vicinities,2,0,0,0,2
videos,2,0,0,0,2
villages,2,0,0,0,2
violators,2,0,0,0,2
visayan,2,0,0,0,2
visitation,0,0,2,0,2
vitamin,0,0,0,2,2
vitarich,0,0,0,2,2
wages,0,0,0,2,2
walk,2,0,0,0,2
warehousemen,0,0,2,0,2
warrior,2,0,0,0,2
wastages,0,0,2,0,2
wattage,0,0,2,0,2
weakest,0,0,2,0,2
webhosting,2,0,0,0,2
weekly,0,0,2,0,2
west,0,0,0,2,2
whee,1,0,1,0,2
white,0,0,0,2,2
wilkris,0,0,2,0,2
willing,0,0,0,2,2
window,0,0,2,0,2
windy,2,0,0,0,2
wise,0,0,0,2,2
wish,2,0,0,0,2
workforce,1,0,0,1,2
workplace,0,0,2,0,2
writing,2,0,0,0,2
wuhan,0,2,0,0,2
wwwamaeseducom,0,0,2,0,2
xiii,0,0,0,2,2
xpath,1,1,0,0,2
yearold,2,0,0,0,2
zero,0,0,0,2,2
zxing,0,2,0,0,2
a?Å asy,2,0,0,0,2
a??7,2,0,0,0,2
a??8,2,0,0,0,2
a??all,2,0,0,0,2
a??as,2,0,0,0,2
a??dissatisfieda??,0,0,2,0,2
a??ee,2,0,0,0,2
a??f,2,0,0,0,2
a??ge,2,0,0,0,2
a??h,2,0,0,0,2
a??t,2,0,0,0,2
a??trulsea??,2,0,0,0,2
a??wind,2,0,0,0,2
a??3,1,0,1,0,2
a??ae,2,0,0,0,2
a??eo,1,0,1,0,2
a??he,2,0,0,0,2
a??ie,2,0,0,0,2
500,0,0,0,1,1
8100,0,0,0,1,1
100pound,0,0,0,1,1
1020,0,0,0,1,1
10816,0,0,0,1,1
10kg,0,0,0,1,1
10this,0,0,0,1,1
112000,0,0,0,1,1
11991,0,0,0,1,1
11after,0,0,0,1,1
12052485,0,0,0,1,1
13000,0,0,0,1,1
130000,0,0,0,1,1
1317,0,0,0,1,1
1325536,0,0,0,1,1
1331644,0,0,0,1,1
1342,0,0,1,0,1
140000,0,0,0,1,1
14000000,0,0,0,1,1
1422,0,0,0,1,1
1453,0,0,0,1,1
150000,0,0,0,1,1
15year,0,0,0,1,1
1602,1,0,0,0,1
16440,0,0,0,1,1
16640,0,0,0,1,1
173148158,0,0,0,1,1
175000,0,0,0,1,1
1958,0,0,1,0,1
1985,0,0,0,1,1
1986,0,0,0,1,1
1987,0,0,0,1,1
19891999,0,0,0,1,1
1991,0,0,1,0,1
1.9912E+11,0,0,0,1,1
1993,0,0,0,1,1
199680,0,0,0,1,1
19972002,0,0,0,1,1
1998,0,0,0,1,1
1so19261,1,0,0,0,1
1a??,1,0,0,0,1
20002002,0,0,0,1,1
2001,0,0,0,1,1
2012,0,0,1,0,1
2016the,0,0,1,0,1
20280,0,0,0,1,1
2071,0,0,1,0,1
2077,0,0,1,0,1
20992,0,0,0,1,1
2193,0,0,0,1,1
224977,0,0,0,1,1
23855,0,0,0,1,1
243360,0,0,0,1,1
247354512,0,0,0,1,1
25010,1,0,0,0,1
2617,0,0,1,0,1
26745,0,0,0,1,1
28611,0,0,0,1,1
30day,0,0,1,0,1
32178000,0,0,0,1,1
382410,0,0,0,1,1
3843,0,0,0,1,1
38831,0,0,0,1,1
4194,0,0,1,0,1
4250,0,0,0,1,1
4416,0,0,0,1,1
4500,0,0,0,1,1
4712,0,0,0,1,1
4level,1,0,0,0,1
4month,0,0,1,0,1
4mpayon,1,0,0,0,1
4ply,0,0,0,1,1
50000,0,0,0,1,1
500head,0,0,0,1,1
50sow,0,0,0,1,1
5138,0,0,0,1,1
5236,0,0,0,1,1
5350,0,0,0,1,1
54811,0,0,0,1,1
5700,1,0,0,0,1
5year,0,0,0,1,1
60000000,0,0,0,1,1
6008,0,0,1,0,1
623700000,0,0,0,1,1
630pm,0,0,0,1,1
64207111the,0,0,0,1,1
69120,0,0,0,1,1
691900,0,0,0,1,1
7013,0,0,1,0,1
7200000,0,0,0,1,1
720x1280,1,0,0,0,1
7219,0,0,0,1,1
7516,0,0,0,1,1
7809,0,0,0,1,1
8434,1,0,0,0,1
8586,1,0,0,0,1
8761,0,0,0,1,1
88271000,0,0,0,1,1
9160,0,0,0,1,1
9514,1,0,0,0,1
9759,1,0,0,0,1
98600,0,0,0,1,1
aaey,0,0,1,0,1
aainee,0,0,0,1,1
aannege,1,0,0,0,1
aare,1,0,0,0,1
abjective,1,0,0,0,1
aboul,0,0,0,1,1
abovecited,0,0,0,1,1
absorb,0,0,0,1,1
abstracted,1,0,0,0,1
abtract,1,0,0,0,1
acacia,0,0,0,1,1
academe,0,0,0,1,1
accepting,0,0,1,0,1
accomplished,1,0,0,0,1
accomplishing,1,0,0,0,1
accounis,0,0,1,0,1
accounti,0,0,0,1,1
achievement,0,0,0,1,1
achieving,1,0,0,0,1
acidic,0,0,0,1,1
acknowledged,0,0,1,0,1
acon,1,0,0,0,1
acquainted,0,0,1,0,1
acronym,0,0,0,1,1
actionplatform,1,0,0,0,1
activitioe,1,0,0,0,1
actors,0,0,0,1,1
actually,0,0,0,1,1
adaptable,1,0,0,0,1
adapting,0,0,0,1,1
additive,0,0,0,1,1
addressed,0,0,0,1,1
addressing,0,1,0,0,1
adds,0,1,0,0,1
adequacy,0,0,0,1,1
adhe,1,0,0,0,1
adhere,0,1,0,0,1
adjustment,1,0,0,0,1
adminis,0,0,1,0,1
administering,1,0,0,0,1
administratively,0,0,0,1,1
admittedly,0,0,0,1,1
adolescent,0,1,0,0,1
advancing,0,0,0,1,1
advertised,0,0,1,0,1
advices,0,1,0,0,1
advisers,1,0,0,0,1
aera,1,0,0,0,1
afar,1,0,0,0,1
affairs,0,0,0,1,1
affective,1,0,0,0,1
afa??,1,0,0,0,1
agencys,0,0,1,0,1
agencya??s,0,0,1,0,1
agenda,0,0,0,1,1
ages,0,0,0,1,1
aggregates,1,0,0,0,1
agood,1,0,0,0,1
agri,0,0,0,1,1
agriculturists,1,0,0,0,1
agrirelated,0,0,0,1,1
agro,0,0,0,1,1
aguile,0,0,1,0,1
aiice,1,0,0,0,1
aiki,1,0,0,0,1
airconditioned,0,0,1,0,1
ajqeulejsns,0,0,1,0,1
ajuappns,0,0,1,0,1
ajuo,0,0,1,0,1
ajuunwlwod,0,0,1,0,1
akin,1,0,0,0,1
akoohy,1,0,0,0,1
alan,1,0,0,0,1
alcoho,1,0,0,0,1
algorithma??,0,1,0,0,1
alin,0,0,1,0,1
alittle,0,0,0,1,1
allocates,0,1,0,0,1
allocating,0,0,1,0,1
allocations,0,0,0,1,1
allowance,0,0,0,1,1
allowances,0,0,1,0,1
alls,1,0,0,0,1
alma,1,0,0,0,1
almighty,1,0,0,0,1
altemative,1,0,0,0,1
altematives,0,0,1,0,1
although,0,0,1,0,1
amaeseduph,0,0,1,0,1
amang,0,0,1,0,1
ambience,0,0,1,0,1
americans,0,0,0,1,1
amet,1,0,0,0,1
amid,1,0,0,0,1
amit,1,0,0,0,1
amounting,0,0,0,1,1
analytical,0,1,0,0,1
ance,1,0,0,0,1
andor,0,0,1,0,1
angle,0,1,0,0,1
angular,1,0,0,0,1
angularjs,1,0,0,0,1
anil,1,0,0,0,1
anine,1,0,0,0,1
anminictration,0,0,1,0,1
anni,1,0,0,0,1
anniversaries,0,0,0,1,1
announcement,1,0,0,0,1
annuallly,0,0,0,1,1
ansimictrating,0,0,1,0,1
anthracnose,1,0,0,0,1
anything,0,0,1,0,1
ana??,1,0,0,0,1
aorn,1,0,0,0,1
aphinistes,0,0,1,0,1
appearance,0,0,1,0,1
appendix,0,0,1,0,1
applicationa??,1,0,0,0,1
appointed,0,0,1,0,1
appraiser,0,0,1,0,1
approaches,1,0,0,0,1
appropriated,0,0,0,1,1
appropriateness,1,0,0,0,1
aqme,0,0,0,1,1
aqtibusiness,0,0,0,1,1
arboria,0,0,0,1,1
archive,1,0,0,0,1
ardui,1,0,0,0,1
arguably,0,0,1,0,1
aries,1,0,0,0,1
arised,0,0,1,0,1
arpofed,0,0,0,1,1
arrange,0,0,1,0,1
arrears,0,0,1,0,1
arrive,0,1,0,0,1
arrived,0,0,1,0,1
arriving,1,0,0,0,1
arrow,1,0,0,0,1
arsenio,0,0,0,1,1
article,0,0,1,0,1
artificially,0,0,0,1,1
ascomputed,0,0,0,1,1
aspires,0,0,0,1,1
asrulebased,1,0,0,0,1
assembly,1,0,0,0,1
asses,1,0,0,0,1
assesse,0,0,1,0,1
assesses,0,0,1,0,1
asset,0,0,1,0,1
assimilated,0,1,0,0,1
assisted,1,0,0,0,1
assists,1,0,0,0,1
associations,0,0,0,1,1
assumed,0,0,0,1,1
assumi,0,0,0,1,1
assuming,0,1,0,0,1
assures,0,1,0,0,1
asystem,1,0,0,0,1
ates,1,0,0,0,1
athe,1,0,0,0,1
atiatihana??,0,0,1,0,1
atis,1,0,0,0,1
atleast,0,0,1,0,1
attentive,0,0,1,0,1
attitude,0,0,1,0,1
attracted,0,0,1,0,1
ata??,1,0,0,0,1
audible,0,1,0,0,1
auedwiod,0,0,1,0,1
auely,0,0,1,0,1
augment,0,0,0,1,1
augmenting,0,0,0,1,1
august,0,0,1,0,1
authenticity,1,0,0,0,1
authorization,1,0,0,0,1
authors,0,1,0,0,1
automates,0,1,0,0,1
avenite,0,0,1,0,1
avenues,1,0,0,0,1
avoided,0,1,0,0,1
awaiting,0,0,0,1,1
ayaa,1,0,0,0,1
ayjiqeureysns,0,0,1,0,1
baan,1,0,0,0,1
backbone,1,0,0,0,1
backend,1,0,0,0,1
backterial,1,0,0,0,1
backups,0,0,1,0,1
bacnelor,0,0,1,0,1
bacomo,0,0,0,1,1
bags,0,0,0,1,1
baka,0,0,1,0,1
bakeries,0,0,0,1,1
bakery,0,0,0,1,1
balancing,0,1,0,0,1
bale,0,1,0,0,1
balinghoy,0,0,0,1,1
barmen,0,0,1,0,1
bars,0,0,1,0,1
bases,1,0,0,0,1
basicnet,1,0,0,0,1
bate,1,0,0,0,1
baug,0,0,1,0,1
bayugan,0,0,1,0,1
bear,0,0,0,1,1
becoming,0,1,0,0,1
beef,0,0,0,1,1
befo,0,0,1,0,1
befor,1,0,0,0,1
beforeprior,0,0,1,0,1
began,0,0,0,1,1
begin,0,1,0,0,1
begins,1,0,0,0,1
behaviour,0,0,0,1,1
believe,0,1,0,0,1
belongs,1,0,0,0,1
benefitcost,0,0,0,1,1
benefited,1,0,0,0,1
bere,1,0,0,0,1
bibliographic,1,0,0,0,1
bidded,0,0,0,1,1
bidg,0,0,1,0,1
biel,1,0,0,0,1
biketreadmill,1,0,0,0,1
bination,1,0,0,0,1
biogas,0,0,0,1,1
biological,1,0,0,0,1
birthdays,0,0,0,1,1
bitmap,1,0,0,0,1
blanched,0,0,0,1,1
blanching,0,0,0,1,1
bldg,0,0,1,0,1
bleek,1,0,0,0,1
blossom,1,0,0,0,1
bodega,0,0,0,1,1
boia,1,0,0,0,1
boiler,0,0,0,1,1
bond,1,0,0,0,1
bonuses,0,0,1,0,1
bookkeeperclerk,0,0,0,1,1
bootsrap,1,0,0,0,1
boredom,1,0,0,0,1
borrow,0,0,1,0,1
borrowersa??,0,0,1,0,1
borrowera??s,0,0,1,0,1
borrowings,0,0,1,0,1
bosi,1,0,0,0,1
bothered,0,0,0,1,1
bowls,1,0,0,0,1
bowla??s,1,0,0,0,1
boxes,0,0,1,0,1
boygirl,0,1,0,0,1
braces,0,0,1,0,1
brancha??s,0,0,1,0,1
brave,1,0,0,0,1
breakdown,1,0,0,0,1
breakfasta??s,0,0,1,0,1
breeders,1,0,0,0,1
breeds,0,0,0,1,1
brey,1,0,0,0,1
brief,0,0,0,1,1
brightness,0,1,0,0,1
bring,0,0,0,1,1
broadbased,0,0,0,1,1
broadcast,1,0,0,0,1
broken,0,1,0,0,1
brooding,0,0,0,1,1
bscs,0,1,0,0,1
bucto,0,0,0,1,1
budding,0,0,0,1,1
buiaosdde,0,0,1,0,1
builtup,1,0,0,0,1
buisnoo,0,0,1,0,1
buliding,0,0,1,0,1
bulsasbesip,0,0,1,0,1
buluan,0,0,0,1,1
bundling,0,0,1,0,1
buowm,0,0,1,0,1
burdened,1,0,0,0,1
burdens,1,0,0,0,1
burnout,0,0,1,0,1
businessman,0,0,0,1,1
businessa??,0,0,0,1,1
butldtng,0,0,1,0,1
butuanbranch,0,0,1,0,1
butuasn,1,0,0,0,1
butuon,0,0,0,1,1
buyer,0,0,1,0,1
buying,1,0,0,0,1
cabadbaran,0,1,0,0,1
cadt,1,0,0,0,1
caiculation,0,1,0,0,1
calcareous,0,0,0,1,1
camsca,1,0,0,0,1
cancelling,0,0,1,0,1
candle,0,0,0,1,1
canker,1,0,0,0,1
canvas,1,0,0,0,1
cana??t,1,0,0,0,1
capita,1,0,0,0,1
capitalist,0,0,0,1,1
capitalization,0,0,0,1,1
capitalize,0,0,0,1,1
capitalizes,0,0,0,1,1
capstone,1,0,0,0,1
cared,0,0,0,1,1
carenderias,0,0,0,1,1
cares,0,0,1,0,1
cargo,0,0,0,1,1
carinderia,0,0,1,0,1
carp,0,0,1,0,1
carreon,0,0,0,1,1
cashiers,0,0,1,0,1
cast,1,0,0,0,1
casy,1,0,0,0,1
categorizing,0,0,1,0,1
catigh,1,0,0,0,1
cauples,1,0,0,0,1
causing,1,0,0,0,1
cctvs,0,0,1,0,1
cctva??s,0,0,1,0,1
celebration,0,0,0,1,1
cent,0,0,0,1,1
centuries,0,0,0,1,1
century,1,0,0,0,1
certificate,0,0,0,1,1
certified,0,0,0,1,1
certifificate,1,0,0,0,1
cesia,0,0,0,1,1
cette,1,0,0,0,1
chall,1,0,0,0,1
challenging,1,0,0,0,1
channeled,1,0,0,0,1
characteristic,0,1,0,0,1
chat,1,0,0,0,1
cheap,0,0,0,1,1
cheapest,0,0,0,1,1
checkpoint,1,0,0,0,1
checks,1,0,0,0,1
chee,1,0,0,0,1
chers,0,0,1,0,1
chicks,0,0,0,1,1
chief,0,0,1,0,1
chilled,0,0,1,0,1
chips,0,0,0,1,1
chowkingsince,0,0,1,0,1
chrismai,0,0,0,1,1
circumstances,1,0,0,0,1
citizenry,1,0,0,0,1
civilians,1,0,0,0,1
classifies,1,0,0,0,1
classroomlearning,1,0,0,0,1
clearance,0,0,0,1,1
clectronic,0,0,0,1,1
clerical,0,1,0,0,1
clienteles,1,0,0,0,1
clientfocused,0,0,0,1,1
clienta??s,0,0,1,0,1
closely,0,0,0,1,1
cloud,1,0,0,0,1
cmos,1,0,0,0,1
cnna??s,0,1,0,0,1
coffee,0,0,1,0,1
collaborating,1,0,0,0,1
collated,0,0,0,1,1
colle,0,0,1,0,1
collectibles,0,0,1,0,1
collectio,0,0,1,0,1
colleges,0,0,0,1,1
comfortability,0,1,0,0,1
commendable,0,0,0,1,1
commerce,0,0,0,1,1
commissions,0,0,0,1,1
communitymanaged,0,0,1,0,1
companiesavailed,0,0,1,0,1
competing,1,0,0,0,1
complains,0,0,1,0,1
complaint,0,0,1,0,1
completion,1,0,0,0,1
complexities,0,1,0,0,1
complicated,1,0,0,0,1
compound,0,0,1,0,1
computerize,0,0,1,0,1
computerizedbased,1,0,0,0,1
cona,1,0,0,0,1
concem,1,0,0,0,1
concemed,0,0,0,1,1
concentrated,0,0,0,1,1
conceptualization,0,0,0,1,1
concerning,0,0,1,0,1
condiments,0,0,1,0,1
conducts,1,0,0,0,1
confectionery,0,0,0,1,1
conference,0,0,1,0,1
confidentiality,0,0,1,0,1
confined,0,0,0,1,1
confirmation,1,0,0,0,1
confirming,0,1,0,0,1
conflict,0,1,0,0,1
conformity,0,0,0,1,1
confronting,1,0,0,0,1
confusion,1,0,0,0,1
congressional,0,0,0,1,1
connectivity,0,1,0,0,1
consecutive,1,0,0,0,1
conservative,0,0,0,1,1
conservatively,0,0,0,1,1
consiant,1,0,0,0,1
considerable,0,1,0,0,1
considerably,0,0,1,0,1
considers,0,0,0,1,1
consonance,0,0,0,1,1
constantly,1,0,0,0,1
constituents,0,0,0,1,1
constitutes,0,0,1,0,1
construed,0,0,1,0,1
consultation,1,0,0,0,1
consulted,1,0,0,0,1
consumes,0,1,0,0,1
cont,1,0,0,0,1
containment,0,1,0,0,1
contents,1,0,0,0,1
contiguous,0,0,0,1,1
continually,0,0,0,1,1
continuous,0,0,0,1,1
contractor,0,0,1,0,1
contracts,0,0,0,1,1
contrary,0,0,1,0,1
contro,1,0,0,0,1
conversation,0,0,0,1,1
conversion,0,1,0,0,1
conversions,0,0,0,1,1
cooked,0,0,1,0,1
cookies,0,0,0,1,1
cooking,0,0,1,0,1
cooled,0,0,0,1,1
coomsca,0,0,1,0,1
copy,1,0,0,0,1
corporate,0,0,0,1,1
corporations,0,0,0,1,1
correcting,1,0,0,0,1
correspondingly,0,0,0,1,1
cote,1,0,0,0,1
cough,0,1,0,0,1
couldnt,1,0,0,0,1
couldna??t,1,0,0,0,1
counted,0,0,1,0,1
counterpart,0,0,0,1,1
countrys,0,0,0,1,1
countrya??s,1,0,0,0,1
couple,0,0,0,1,1
coupled,0,0,0,1,1
courtesy,0,0,1,0,1
cousin,0,0,0,1,1
covenant,0,0,1,0,1
cream,1,0,0,0,1
creati,0,1,0,0,1
creditworthy,0,0,1,0,1
cree,1,0,0,0,1
creek,0,0,0,1,1
cricuerre,0,0,1,0,1
crispy,0,0,1,0,1
crude,1,0,0,0,1
crue,1,0,0,0,1
cstoagt,0,1,0,0,1
culminating,1,0,0,0,1
culty,0,1,0,0,1
cupin,0,0,1,0,1
cupincompound,0,0,1,0,1
customizing,1,0,0,0,1
cycles,0,0,0,1,1
ca??,1,0,0,0,1
daar,1,0,0,0,1
dace,1,0,0,0,1
damaged,0,0,1,0,1
danilos,1,0,0,0,1
daniloa??s,1,0,0,0,1
databasethe,1,0,0,0,1
dates,0,1,0,0,1
dato,0,0,0,1,1
dayofcoordination,0,0,0,1,1
dealer,0,0,0,1,1
dealerships,0,0,0,1,1
dealing,0,0,1,0,1
deals,0,0,0,1,1
dean,1,0,0,0,1
deana??s,0,1,0,0,1
debit,0,0,0,1,1
decisionmakers,0,1,0,0,1
declarative,0,1,0,0,1
declared,0,0,0,1,1
declination,1,0,0,0,1
decode,0,1,0,0,1
decorations,0,0,1,0,1
dedar,0,0,1,0,1
deepest,1,0,0,0,1
deepwell,0,0,0,1,1
defeat,1,0,0,0,1
deficiencies,0,0,0,1,1
deficit,0,0,0,1,1
defines,0,0,0,1,1
definite,0,0,1,0,1
definition,0,0,0,1,1
defray,0,0,0,1,1
dehusked,0,0,0,1,1
delet,1,0,0,0,1
demanded,0,0,0,1,1
demand?,0,0,0,1,1
demwapscr,1,0,0,0,1
denied,0,0,0,1,1
denote,0,0,1,0,1
deposit,0,0,1,0,1
deposits,0,0,1,0,1
depreciated,1,0,0,0,1
depressed,0,0,0,1,1
descrintive,0,0,1,0,1
deshelled,0,0,0,1,1
designating,0,1,0,0,1
